,param_n_estimators,param_learning_rate,param_max_depth,param_num_leaves,param_reg_lambda,param_min_child_weight,param_feature_fraction,param_bagging_fraction,param_bagging_freq,mean_test_score,std_test_score,rank_test_score
25,286,0.16966902499691025,10,73,6.958228067908818,28,0.8182675544871901,0.40483619802010756,1,-1.450510481815963,0.02135509219999494,202
190,1612,0.19886072699156598,36,42,5.27034096211862,13,0.4738540226008985,0.16734890044398895,1,-1.45189800791871,0.01645778743888811,203
104,761,0.07606969625618279,34,24,1.5286913918433203,21,0.5032652208704508,0.251909623910008,1,-1.45911266075545,0.009054650514137272,204
162,1094,0.017401526943098523,32,111,1.205768857772788,24,0.8306263194091705,0.3259094685108231,1,-1.4619320944239553,0.005006027133104068,205
137,1599,0.09174683421961928,24,35,7.1598222884739755,23,0.6475595478066256,0.27803722641211825,1,-1.4652163999165067,0.016638694326722984,206
35,537,0.20460211095048914,46,11,6.311486259972629,19,0.25154974694529275,0.2725503440049082,1,-1.469850092407102,0.024916559875202134,207
174,102,0.10823726817372531,18,163,4.633907482156199,24,0.5200954450715787,0.267631034272012,1,-1.4705614179233664,0.018140262973365646,208
237,142,0.05921393175959965,37,179,5.494242384304533,15,0.53135755929627,0.15750193741049276,1,-1.4706487947962512,0.011248712584035649,209
109,1634,0.06772611064805116,38,103,3.2065219215951433,11,0.6145138420172163,0.1236884564918115,1,-1.4746095951300127,0.0075909581937132296,210
101,244,0.07549947043558293,45,16,5.936024535540486,25,0.2193335269265792,0.3288583739273465,1,-1.4760772109097224,0.009711132248883148,211
233,824,0.0851344503763453,8,146,6.3021874832914415,25,0.8702116192851653,0.3240237595977446,1,-1.4831879529180603,0.009952411031193108,212
130,975,0.10044358817796144,44,182,2.482364427571519,27,0.7401262356286509,0.3534836698772654,1,-1.4847877021139997,0.01137941180457516,213
201,1209,0.03849910858030265,17,95,7.024749705441039,22,0.9867959673344749,0.2496245657039022,1,-1.500684015845977,0.004384291465198749,214
243,1508,0.09490548503927237,8,175,0.4342253285481916,22,0.9185749642796636,0.1933761620819356,1,-1.5018562588855142,0.007781608357301002,215
211,1056,0.18365450108167614,32,27,4.255033344480753,26,0.46799672717192314,0.26510605962610156,1,-1.50748733272711,0.013392789318813382,216
47,755,0.1499024421534388,41,16,9.69546867114159,20,0.4172403660061118,0.2024362336549243,1,-1.512774983640666,0.01955862228784936,217
132,1484,0.11303473648136252,18,180,5.5731536889004785,20,0.22055397649781402,0.2278962419402861,1,-1.5173200384441397,0.010413870454203868,218
22,1689,0.13191286679597938,3,90,2.786564642366115,28,0.04651807788098747,0.2919920894336929,1,-1.5293313857318158,0.008518330749005378,219
92,1786,0.078312642091309,48,186,5.847761059491536,25,0.583853435127021,0.21703948316772903,1,-1.5357730526959084,0.034350921796380746,220
198,494,0.06379868088701954,25,67,4.552301490818012,8,0.5861516878952548,0.07356684770438274,1,-1.539968810953301,0.031698039743590416,221
86,1429,0.10963303732917859,4,15,8.163957352130623,27,0.03196289460999861,0.2759857572050543,1,-1.5493010446985969,0.02630774407885788,222
182,525,0.1843687055490464,32,141,8.199569174081,23,0.8820620516069392,0.16701905424014296,1,-1.5505034479079458,0.03691325480309478,223
105,922,0.04731340481026115,31,140,0.8024374566164221,24,0.16907455952696013,0.25349815110066304,1,-1.5780411250211217,0.007901462812864081,224
195,1809,0.16531937055834836,16,53,7.610339909429989,27,0.8699369362760547,0.19367026054608993,1,-1.5835594730295377,0.03991054140941534,225
49,1764,0.09566289498802155,13,61,9.152237276264804,21,0.0900642369510257,0.19249033758805636,1,-1.619623310688598,0.057367324281020704,226
98,177,0.10690459703820426,27,133,7.474809381337565,28,0.3767673817634682,0.2172558301033432,1,-1.621077347983163,0.010805072559129514,227
163,138,0.07797499275361322,24,18,8.039869794008975,12,0.6993258881193584,0.08618366961291705,1,-1.6617383143254774,0.008251992322799386,228
226,845,0.07158598831823819,17,127,6.734424333249173,18,0.03967385397395117,0.1482547422087498,1,-1.689278041208016,0.06391387266752721,229
20,1497,0.07752303428072559,16,163,5.188006217433661,27,0.128666713660346,0.22988673236602294,1,-1.704893681494785,0.07703017392563816,230
168,392,0.06744779833081635,5,156,2.7727564569677363,18,0.3610759360643688,0.1193693720000807,1,-1.7474227021896716,0.06689393190395258,231
204,734,0.030913568066880052,12,137,5.947866373769361,29,0.17580775643647906,0.208148741802362,1,-1.8630237471450084,0.004851901219592529,232
2,847,0.07084844859190755,23,92,2.9123914019804196,29,0.1915704647548995,0.19000671753502962,1,-1.8726733225497842,0.022525119457351427,233
27,971,0.08951440421750446,40,132,6.757001170392807,18,0.941118031844708,0.10521478558050655,1,-1.878985424106871,0.0041415872123945225,234
171,1698,0.05633434027668868,21,57,6.077467948788591,29,0.9912569398756068,0.17536360663115447,1,-1.8906607918587102,0.003868719509099987,235
82,894,0.0861781713262043,23,180,8.383387047111379,27,0.5981894081986138,0.15891272219249292,1,-1.8915196700093784,0.019651558049740687,236
11,388,0.15137146876952343,36,126,0.7405465173409036,3,0.8173068141702858,0.015466895952366375,1,-1.9194006399241368,0.003707636813855666,237
166,847,0.02053676719544572,30,188,5.807672072273277,21,0.019390579292213092,0.07932940868999631,1,-1.9194006399241368,0.003707636813855666,237
100,1754,0.11652345329100464,16,31,0.20081197777726367,25,0.4529382431552201,0.11610029122637829,1,-1.9194006399241368,0.003707636813855666,237
77,1471,0.03135121318717688,9,167,4.637084049399821,26,0.40057658062204854,0.06728525878013032,1,-1.9194006399241368,0.003707636813855666,237
240,1792,0.06135531354410159,47,159,5.391712766752544,27,0.4910130415944624,0.11040662016472434,1,-1.9194006399241368,0.003707636813855666,237
5,664,0.20312640661491188,10,133,6.8424302651215685,26,0.9493966818808,0.07440107705542671,1,-1.9194006399241368,0.003707636813855666,237
189,558,0.07472204382990824,16,61,0.010394798456333964,19,0.03190231601370728,0.03434104729421349,1,-1.9194006399241368,0.003707636813855666,237
199,706,0.08849871128133696,47,169,2.9167257870930325,15,0.08172241891661329,0.02150433450901963,1,-1.9194006399241368,0.003707636813855666,237
157,1946,0.03736372618379228,11,50,0.867152118621836,25,0.9181404397076204,0.1006662525933678,1,-1.9194006399241368,0.003707636813855666,237
99,849,0.1526699171769105,48,110,5.3212348526531565,23,0.25991257490058056,0.04631637086169192,1,-1.9194006399241368,0.003707636813855666,237
64,817,0.028257335357226715,8,131,4.825309496426424,28,0.906328156655071,0.020729274965495377,1,-1.9194006399241368,0.003707636813855666,237
203,1809,0.03654315080861207,40,125,8.005966991090828,26,0.40295404343958013,0.08779271218347053,1,-1.9194006399241368,0.003707636813855666,237
95,1169,0.1168847007465046,13,37,1.287583982996439,26,0.5532281561153346,0.04148663467031348,1,-1.9194006399241368,0.003707636813855666,237
24,1960,0.05843198765548518,39,119,9.83433140894843,24,0.37595791150079044,0.09004479306938809,1,-1.9194006399241368,0.003707636813855666,237
